 3200  1.0000E-01
   i   x             den           ener          pres          vel           cs
  270  6.737500E-01  2.005830E-04  6.315323E+05  8.444975E+01  1.617001E+00  8.376769E+02
  271  6.762500E-01  2.039540E-04  6.210940E+05  8.444975E+01  1.623001E+00  8.307253E+02
  272  6.787500E-01  2.073690E-04  6.108658E+05  8.444976E+01  1.629001E+00  8.238566E+02
  273  6.812500E-01  2.108283E-04  6.008427E+05  8.444977E+01  1.635001E+00  8.170697E+02
  274  6.837500E-01  2.143323E-04  5.910199E+05  8.444977E+01  1.641001E+00  8.103633E+02
  275  6.862500E-01  2.178815E-04  5.813926E+05  8.444978E+01  1.647002E+00  8.037361E+02
  276  6.887500E-01  2.214762E-04  5.719563E+05  8.444979E+01  1.653002E+00  7.971869E+02
  277  6.912500E-01  2.251168E-04  5.627065E+05  8.444979E+01  1.659002E+00  7.907145E+02
  278  6.937500E-01  2.288038E-04  5.536389E+05  8.444980E+01  1.665002E+00  7.843178E+02
  279  6.962500E-01  2.325376E-04  5.447493E+05  8.444981E+01  1.671002E+00  7.779955E+02
  280  6.987500E-01  2.363187E-04  5.360335E+05  8.444982E+01  1.677002E+00  7.717466E+02
  281  7.012500E-01  2.401474E-04  5.274875E+05  8.444982E+01  1.683002E+00  7.655699E+02
  282  7.037500E-01  2.440241E-04  5.191075E+05  8.444983E+01  1.689002E+00  7.594643E+02
  283  7.062500E-01  2.479494E-04  5.108896E+05  8.444984E+01  1.695002E+00  7.534289E+02
  284  7.087500E-01  2.519236E-04  5.028302E+05  8.444985E+01  1.701002E+00  7.474625E+02
  285  7.112500E-01  2.559471E-04  4.949256E+05  8.444986E+01  1.707002E+00  7.415641E+02
  286  7.137500E-01  2.600205E-04  4.871723E+05  8.444986E+01  1.713002E+00  7.357327E+02
  287  7.162500E-01  2.641441E-04  4.795670E+05  8.444987E+01  1.719002E+00  7.299673E+02
  288  7.187500E-01  2.683184E-04  4.721063E+05  8.444988E+01  1.725002E+00  7.242669E+02
  289  7.212500E-01  2.725439E-04  4.647870E+05  8.444989E+01  1.731002E+00  7.186306E+02
  290  7.237500E-01  2.768209E-04  4.576059E+05  8.444990E+01  1.737002E+00  7.130575E+02
  291  7.262500E-01  2.811499E-04  4.505599E+05  8.444991E+01  1.743002E+00  7.075465E+02
  292  7.287500E-01  2.855314E-04  4.436461E+05  8.444992E+01  1.749002E+00  7.020969E+02
  293  7.312500E-01  2.899658E-04  4.368615E+05  8.444993E+01  1.755002E+00  6.967077E+02
  294  7.337500E-01  2.944536E-04  4.302032E+05  8.444994E+01  1.761003E+00  6.913780E+02
  295  7.362500E-01  2.989953E-04  4.236686E+05  8.444995E+01  1.767003E+00  6.861071E+02
  296  7.387500E-01  3.035912E-04  4.172549E+05  8.444996E+01  1.773003E+00  6.808940E+02
  297  7.412500E-01  3.082419E-04  4.109595E+05  8.444997E+01  1.779003E+00  6.757379E+02
  298  7.437500E-01  3.129479E-04  4.047798E+05  8.444998E+01  1.785003E+00  6.706380E+02
  299  7.462500E-01  3.177095E-04  3.987133E+05  8.444999E+01  1.791003E+00  6.655935E+02
  300  7.487500E-01  3.225273E-04  3.927575E+05  8.445000E+01  1.797003E+00  6.606037E+02
  301  7.512500E-01  3.274017E-04  3.869101E+05  8.445001E+01  1.803003E+00  6.556677E+02
  302  7.537500E-01  3.323332E-04  3.811687E+05  8.445002E+01  1.809003E+00  6.507848E+02
  303  7.562500E-01  3.373223E-04  3.755312E+05  8.445003E+01  1.815003E+00  6.459542E+02
  304  7.587500E-01  3.423695E-04  3.699952E+05  8.445005E+01  1.821003E+00  6.411753E+02
  305  7.612500E-01  3.474752E-04  3.645586E+05  8.445006E+01  1.827003E+00  6.364473E+02
  306  7.637500E-01  3.526399E-04  3.592194E+05  8.445007E+01  1.833003E+00  6.317695E+02
  307  7.662500E-01  3.578642E-04  3.539754E+05  8.445008E+01  1.839003E+00  6.271411E+02
  308  7.687500E-01  3.631485E-04  3.488247E+05  8.445009E+01  1.845004E+00  6.225616E+02
  309  7.712500E-01  3.684932E-04  3.437653E+05  8.445011E+01  1.851004E+00  6.180303E+02
  310  7.737500E-01  3.738989E-04  3.387953E+05  8.445012E+01  1.857004E+00  6.135464E+02
  311  7.762500E-01  3.793661E-04  3.339128E+05  8.445013E+01  1.863004E+00  6.091094E+02
  312  7.787500E-01  3.848953E-04  3.291160E+05  8.445015E+01  1.869004E+00  6.047185E+02
  313  7.812500E-01  3.904870E-04  3.244032E+05  8.445016E+01  1.875004E+00  6.003733E+02
  314  7.837500E-01  3.961416E-04  3.197727E+05  8.445018E+01  1.881004E+00  5.960730E+02
  315  7.862500E-01  4.018598E-04  3.152226E+05  8.445019E+01  1.887004E+00  5.918170E+02
  316  7.887500E-01  4.076419E-04  3.107515E+05  8.445020E+01  1.893004E+00  5.876048E+02
  317  7.912500E-01  4.134885E-04  3.063576E+05  8.445022E+01  1.899004E+00  5.834358E+02
  318  7.937500E-01  4.194001E-04  3.020394E+05  8.445023E+01  1.905005E+00  5.793093E+02
  319  7.962500E-01  4.253773E-04  2.977953E+05  8.445025E+01  1.911005E+00  5.752249E+02
  320  7.987500E-01  4.314205E-04  2.936239E+05  8.445027E+01  1.917005E+00  5.711820E+02
  321  8.012500E-01  4.375303E-04  2.895238E+05  8.445028E+01  1.923005E+00  5.671799E+02
  322  8.037500E-01  4.437072E-04  2.854933E+05  8.445030E+01  1.929005E+00  5.632183E+02
  323  8.062500E-01  4.499517E-04  2.815313E+05  8.445031E+01  1.935005E+00  5.592965E+02
  324  8.087500E-01  4.562643E-04  2.776362E+05  8.445033E+01  1.941005E+00  5.554140E+02
  325  8.112500E-01  4.626456E-04  2.738068E+05  8.445035E+01  1.947005E+00  5.515703E+02
  326  8.137500E-01  4.690961E-04  2.700418E+05  8.445036E+01  1.953005E+00  5.477649E+02
  327  8.162500E-01  4.756164E-04  2.663398E+05  8.445038E+01  1.959006E+00  5.439974E+02
  328  8.187500E-01  4.822069E-04  2.626997E+05  8.445040E+01  1.965006E+00  5.402671E+02
  329  8.212500E-01  4.888682E-04  2.591202E+05  8.445042E+01  1.971006E+00  5.365737E+02
  330  8.237500E-01  4.956009E-04  2.556001E+05  8.445044E+01  1.977006E+00  5.329166E+02
  331  8.262500E-01  5.024055E-04  2.521383E+05  8.445046E+01  1.983006E+00  5.292955E+02
  332  8.287500E-01  5.092825E-04  2.487337E+05  8.445047E+01  1.989006E+00  5.257098E+02
  333  8.312500E-01  5.162326E-04  2.453850E+05  8.445049E+01  1.995006E+00  5.221590E+02
  334  8.337500E-01  5.232561E-04  2.420913E+05  8.445051E+01  2.001007E+00  5.186428E+02
  335  8.362500E-01  5.303538E-04  2.388515E+05  8.445053E+01  2.007007E+00  5.151607E+02
  336  8.387500E-01  5.375262E-04  2.356645E+05  8.445055E+01  2.013007E+00  5.117123E+02
  337  8.412500E-01  5.447737E-04  2.325293E+05  8.445057E+01  2.019007E+00  5.082971E+02
  338  8.437500E-01  5.520971E-04  2.294450E+05  8.445060E+01  2.025007E+00  5.049147E+02
  339  8.462500E-01  5.594967E-04  2.264105E+05  8.445062E+01  2.031007E+00  5.015648E+02
  340  8.487500E-01  5.669733E-04  2.234249E+05  8.445064E+01  2.037008E+00  4.982468E+02
  341  8.512500E-01  5.745274E-04  2.204873E+05  8.445066E+01  2.043008E+00  4.949605E+02
  342  8.537500E-01  5.821595E-04  2.175968E+05  8.445068E+01  2.049008E+00  4.917054E+02
  343  8.562500E-01  5.898703E-04  2.147524E+05  8.445071E+01  2.055008E+00  4.884811E+02
  344  8.587500E-01  5.976603E-04  2.119534E+05  8.445073E+01  2.061008E+00  4.852873E+02
  345  8.612500E-01  6.055300E-04  2.091988E+05  8.445075E+01  2.067008E+00  4.821235E+02
  346  8.637500E-01  6.134801E-04  2.064878E+05  8.445078E+01  2.073009E+00  4.789895E+02
  347  8.662500E-01  6.215112E-04  2.038197E+05  8.445080E+01  2.079009E+00  4.758848E+02
  348  8.687500E-01  6.296238E-04  2.011935E+05  8.445083E+01  2.085009E+00  4.728090E+02
  349  8.712500E-01  6.378185E-04  1.986087E+05  8.445085E+01  2.091009E+00  4.697619E+02
  350  8.737500E-01  6.460960E-04  1.960642E+05  8.445088E+01  2.097009E+00  4.667431E+02
  351  8.762500E-01  6.544567E-04  1.935596E+05  8.445090E+01  2.103010E+00  4.637523E+02
  352  8.787500E-01  6.629014E-04  1.910939E+05  8.445093E+01  2.109010E+00  4.607890E+02
  353  8.812500E-01  6.714306E-04  1.886665E+05  8.445096E+01  2.115010E+00  4.578530E+02
  354  8.837500E-01  6.800449E-04  1.862766E+05  8.445098E+01  2.121010E+00  4.549440E+02
  355  8.862500E-01  6.887449E-04  1.839237E+05  8.445101E+01  2.127010E+00  4.520616E+02
  356  8.887500E-01  6.975312E-04  1.816070E+05  8.445104E+01  2.133011E+00  4.492055E+02
  357  8.912500E-01  7.064045E-04  1.793259E+05  8.445107E+01  2.139011E+00  4.463754E+02
  358  8.937500E-01  7.153654E-04  1.770796E+05  8.445110E+01  2.145011E+00  4.435709E+02
  359  8.962500E-01  7.244144E-04  1.748677E+05  8.445113E+01  2.151011E+00  4.407919E+02
  360  8.987500E-01  7.335522E-04  1.726895E+05  8.445116E+01  2.157012E+00  4.380379E+02
  361  9.012500E-01  7.427794E-04  1.705443E+05  8.445119E+01  2.163012E+00  4.353087E+02
  362  9.037500E-01  7.520966E-04  1.684316E+05  8.445122E+01  2.169012E+00  4.326040E+02
  363  9.062500E-01  7.615044E-04  1.663508E+05  8.445125E+01  2.175012E+00  4.299235E+02
  364  9.087500E-01  7.710036E-04  1.643013E+05  8.445128E+01  2.181013E+00  4.272669E+02
  365  9.112500E-01  7.805947E-04  1.622826E+05  8.445131E+01  2.187013E+00  4.246340E+02
  366  9.137500E-01  7.902783E-04  1.602942E+05  8.445134E+01  2.193013E+00  4.220245E+02
  367  9.162500E-01  8.000551E-04  1.583354E+05  8.445138E+01  2.199013E+00  4.194380E+02
  368  9.187500E-01  8.099257E-04  1.564058E+05  8.445141E+01  2.205014E+00  4.168744E+02
  369  9.212500E-01  8.198908E-04  1.545049E+05  8.445145E+01  2.211014E+00  4.143334E+02
  370  9.237500E-01  8.299510E-04  1.526322E+05  8.445148E+01  2.217014E+00  4.118146E+02
  371  9.262500E-01  8.401069E-04  1.507871E+05  8.445152E+01  2.223015E+00  4.093180E+02
  372  9.287500E-01  8.503593E-04  1.489692E+05  8.445155E+01  2.229015E+00  4.068431E+02
  373  9.312500E-01  8.607087E-04  1.471780E+05  8.445159E+01  2.235015E+00  4.043898E+02
  374  9.337500E-01  8.711558E-04  1.454131E+05  8.445162E+01  2.241015E+00  4.019578E+02
  375  9.362500E-01  8.817013E-04  1.436739E+05  8.445166E+01  2.247016E+00  3.995469E+02
  376  9.387500E-01  8.923458E-04  1.419602E+05  8.445170E+01  2.253016E+00  3.971568E+02
  377  9.412500E-01  9.030900E-04  1.402713E+05  8.445174E+01  2.259016E+00  3.947873E+02
  378  9.437500E-01  9.139346E-04  1.386069E+05  8.445178E+01  2.265017E+00  3.924381E+02
  379  9.462500E-01  9.248802E-04  1.369666E+05  8.445182E+01  2.271017E+00  3.901092E+02
  380  9.487500E-01  9.359274E-04  1.353500E+05  8.445186E+01  2.277017E+00  3.878001E+02
  381  9.512500E-01  9.470771E-04  1.337566E+05  8.445190E+01  2.283018E+00  3.855107E+02
  382  9.537500E-01  9.583298E-04  1.321861E+05  8.445194E+01  2.289018E+00  3.832408E+02
  383  9.562500E-01  9.696862E-04  1.306381E+05  8.445198E+01  2.295018E+00  3.809901E+02
  384  9.587500E-01  9.811470E-04  1.291122E+05  8.445202E+01  2.301019E+00  3.787585E+02
  385  9.612500E-01  9.927129E-04  1.276080E+05  8.445207E+01  2.307019E+00  3.765457E+02
  386  9.637500E-01  1.004385E-03  1.261252E+05  8.445211E+01  2.313020E+00  3.743515E+02
  387  9.662500E-01  1.016163E-03  1.246633E+05  8.445216E+01  2.319020E+00  3.721758E+02
  388  9.687500E-01  1.028048E-03  1.232222E+05  8.445220E+01  2.325020E+00  3.700183E+02
  389  9.712500E-01  1.040041E-03  1.218013E+05  8.445225E+01  2.331021E+00  3.678788E+02
  390  9.737500E-01  1.052143E-03  1.204004E+05  8.445229E+01  2.337021E+00  3.657571E+02
  391  9.762500E-01  1.064354E-03  1.190192E+05  8.445234E+01  2.343022E+00  3.636530E+02
  392  9.787500E-01  1.076675E-03  1.176572E+05  8.445239E+01  2.349022E+00  3.615664E+02
  393  9.812500E-01  1.089106E-03  1.163143E+05  8.445244E+01  2.355022E+00  3.594970E+02
  394  9.837500E-01  1.101649E-03  1.149901E+05  8.445248E+01  2.361023E+00  3.574447E+02
  395  9.862500E-01  1.114304E-03  1.136842E+05  8.445253E+01  2.367023E+00  3.554093E+02
  396  9.887500E-01  1.127072E-03  1.123964E+05  8.445258E+01  2.373024E+00  3.533906E+02
  397  9.912500E-01  1.139953E-03  1.111264E+05  8.445264E+01  2.379024E+00  3.513884E+02
  398  9.937500E-01  1.152949E-03  1.098739E+05  8.445269E+01  2.385025E+00  3.494026E+02
  399  9.962500E-01  1.166059E-03  1.086386E+05  8.445274E+01  2.391025E+00  3.474329E+02
  400  9.987500E-01  1.179285E-03  1.074203E+05  8.445279E+01  2.397026E+00  3.454792E+02
  401  1.001250E+00  1.192628E-03  1.062186E+05  8.445285E+01  2.403026E+00  3.435413E+02
  402  1.003750E+00  1.206088E-03  1.050333E+05  8.445290E+01  2.409027E+00  3.416192E+02
  403  1.006250E+00  1.219665E-03  1.038641E+05  8.445296E+01  2.415027E+00  3.397125E+02
  404  1.008750E+00  1.233361E-03  1.027108E+05  8.445301E+01  2.421028E+00  3.378211E+02
  405  1.011250E+00  1.247177E-03  1.015731E+05  8.445307E+01  2.427028E+00  3.359449E+02
  406  1.013750E+00  1.261112E-03  1.004508E+05  8.445313E+01  2.433029E+00  3.340837E+02
  407  1.016250E+00  1.275169E-03  9.934354E+04  8.445319E+01  2.439029E+00  3.322374E+02
  408  1.018750E+00  1.289347E-03  9.825120E+04  8.445325E+01  2.445030E+00  3.304058E+02
  409  1.021250E+00  1.303647E-03  9.717351E+04  8.445331E+01  2.451030E+00  3.285887E+02
  410  1.023750E+00  1.318070E-03  9.611023E+04  8.445337E+01  2.457031E+00  3.267861E+02
  411  1.026250E+00  1.332618E-03  9.506114E+04  8.445343E+01  2.463031E+00  3.249977E+02
  412  1.028750E+00  1.347289E-03  9.402601E+04  8.445349E+01  2.469032E+00  3.232234E+02
  413  1.031250E+00  1.362086E-03  9.300462E+04  8.445356E+01  2.475033E+00  3.214630E+02
  414  1.033750E+00  1.377010E-03  9.199676E+04  8.445362E+01  2.481033E+00  3.197165E+02
  415  1.036250E+00  1.392060E-03  9.100222E+04  8.445369E+01  2.487034E+00  3.179836E+02
  416  1.038750E+00  1.407238E-03  9.002079E+04  8.445375E+01  2.493034E+00  3.162643E+02
  417  1.041250E+00  1.422544E-03  8.905226E+04  8.445382E+01  2.499035E+00  3.145583E+02
  418  1.043750E+00  1.437979E-03  8.809644E+04  8.445389E+01  2.505036E+00  3.128657E+02
  419  1.046250E+00  1.453544E-03  8.715313E+04  8.445396E+01  2.511036E+00  3.111861E+02
  420  1.048750E+00  1.469240E-03  8.622213E+04  8.445403E+01  2.517037E+00  3.095196E+02
  421  1.051250E+00  1.485068E-03  8.530326E+04  8.445410E+01  2.523038E+00  3.078659E+02
  422  1.053750E+00  1.501028E-03  8.439633E+04  8.445417E+01  2.529038E+00  3.062249E+02
  423  1.056250E+00  1.517121E-03  8.350116E+04  8.445424E+01  2.535039E+00  3.045966E+02
  424  1.058750E+00  1.533348E-03  8.261757E+04  8.445432E+01  2.541040E+00  3.029807E+02
  425  1.061250E+00  1.549710E-03  8.174537E+04  8.445439E+01  2.547040E+00  3.013772E+02
  426  1.063750E+00  1.566207E-03  8.088441E+04  8.445447E+01  2.553041E+00  2.997859E+02
  427  1.066250E+00  1.582840E-03  8.003450E+04  8.445454E+01  2.559042E+00  2.982067E+02
  428  1.068750E+00  1.599611E-03  7.919548E+04  8.445462E+01  2.565043E+00  2.966395E+02
  429  1.071250E+00  1.616519E-03  7.836719E+04  8.445470E+01  2.571043E+00  2.950841E+02
  430  1.073750E+00  1.633566E-03  7.754946E+04  8.445478E+01  2.577044E+00  2.935406E+02
  431  1.076250E+00  1.650753E-03  7.674214E+04  8.445486E+01  2.583045E+00  2.920086E+02
  432  1.078750E+00  1.668080E-03  7.594506E+04  8.445494E+01  2.589046E+00  2.904882E+02
  433  1.081250E+00  1.685548E-03  7.515808E+04  8.445502E+01  2.595046E+00  2.889792E+02
  434  1.083750E+00  1.703158E-03  7.438104E+04  8.445511E+01  2.601047E+00  2.874815E+02
  435  1.086250E+00  1.720911E-03  7.361381E+04  8.445519E+01  2.607048E+00  2.859950E+02
  436  1.088750E+00  1.738807E-03  7.285622E+04  8.445528E+01  2.613049E+00  2.845195E+02
  437  1.091250E+00  1.756848E-03  7.210814E+04  8.445536E+01  2.619050E+00  2.830550E+02
  438  1.093750E+00  1.775034E-03  7.136942E+04  8.445545E+01  2.625051E+00  2.816014E+02
  439  1.096250E+00  1.793367E-03  7.063994E+04  8.445554E+01  2.631052E+00  2.801586E+02
  440  1.098750E+00  1.811846E-03  6.991954E+04  8.445563E+01  2.637052E+00  2.787264E+02
  441  1.101250E+00  1.830473E-03  6.920811E+04  8.445572E+01  2.643053E+00  2.773047E+02
  442  1.103750E+00  1.849249E-03  6.850550E+04  8.445581E+01  2.649054E+00  2.758935E+02
  443  1.106250E+00  1.868174E-03  6.781160E+04  8.445591E+01  2.655055E+00  2.744927E+02
  444  1.108750E+00  1.887250E-03  6.712626E+04  8.445600E+01  2.661056E+00  2.731021E+02
  445  1.111250E+00  1.906476E-03  6.644937E+04  8.445610E+01  2.667057E+00  2.717216E+02
  446  1.113750E+00  1.925855E-03  6.578081E+04  8.445620E+01  2.673058E+00  2.703512E+02
  447  1.116250E+00  1.945387E-03  6.512044E+04  8.445629E+01  2.679059E+00  2.689908E+02
  448  1.118750E+00  1.965072E-03  6.446817E+04  8.445639E+01  2.685060E+00  2.676402E+02
  449  1.121250E+00  1.984912E-03  6.382386E+04  8.445650E+01  2.691061E+00  2.662994E+02
  450  1.123750E+00  2.004908E-03  6.318740E+04  8.445660E+01  2.697062E+00  2.649683E+02
  451  1.126250E+00  2.025059E-03  6.255868E+04  8.445670E+01  2.703063E+00  2.636468E+02
  452  1.128750E+00  2.045368E-03  6.193760E+04  8.445681E+01  2.709064E+00  2.623348E+02
  453  1.131250E+00  2.065836E-03  6.132403E+04  8.445691E+01  2.715065E+00  2.610322E+02
  454  1.133750E+00  2.086462E-03  6.071787E+04  8.445702E+01  2.721066E+00  2.597389E+02
  455  1.136250E+00  2.107248E-03  6.011903E+04  8.445713E+01  2.727067E+00  2.584549E+02
  456  1.138750E+00  2.128195E-03  5.952738E+04  8.445724E+01  2.733069E+00  2.571800E+02
  457  1.141250E+00  2.149303E-03  5.894284E+04  8.445735E+01  2.739070E+00  2.559141E+02
  458  1.143750E+00  2.170574E-03  5.836530E+04  8.445746E+01  2.745071E+00  2.546573E+02
  459  1.146250E+00  2.192008E-03  5.779465E+04  8.445757E+01  2.751072E+00  2.534093E+02
  460  1.148750E+00  2.213607E-03  5.723082E+04  8.445769E+01  2.757073E+00  2.521702E+02
  461  1.151250E+00  2.235371E-03  5.667369E+04  8.445781E+01  2.763074E+00  2.509398E+02
  462  1.153750E+00  2.257301E-03  5.612318E+04  8.445792E+01  2.769076E+00  2.497180E+02
  463  1.156250E+00  2.279398E-03  5.557918E+04  8.445804E+01  2.775077E+00  2.485048E+02
  464  1.158750E+00  2.301663E-03  5.504162E+04  8.445816E+01  2.781078E+00  2.473001E+02
  465  1.161250E+00  2.324096E-03  5.451040E+04  8.445829E+01  2.787079E+00  2.461039E+02
  466  1.163750E+00  2.346700E-03  5.398544E+04  8.445841E+01  2.793081E+00  2.449159E+02
  467  1.166250E+00  2.369474E-03  5.346664E+04  8.445854E+01  2.799082E+00  2.437363E+02
  468  1.168750E+00  2.392420E-03  5.295392E+04  8.445866E+01  2.805083E+00  2.425648E+02
  469  1.171250E+00  2.415538E-03  5.244719E+04  8.445879E+01  2.811085E+00  2.414014E+02
  470  1.173750E+00  2.438830E-03  5.194638E+04  8.445892E+01  2.817086E+00  2.402461E+02
  471  1.176250E+00  2.462296E-03  5.145141E+04  8.445905E+01  2.823087E+00  2.390988E+02
  472  1.178750E+00  2.485937E-03  5.096218E+04  8.445919E+01  2.829089E+00  2.379593E+02
  473  1.181250E+00  2.509755E-03  5.047863E+04  8.445932E+01  2.835090E+00  2.368277E+02
  474  1.183750E+00  2.533749E-03  5.000068E+04  8.445946E+01  2.841092E+00  2.357039E+02
  475  1.186250E+00  2.557922E-03  4.952824E+04  8.445959E+01  2.847093E+00  2.345877E+02
  476  1.188750E+00  2.582274E-03  4.906125E+04  8.445973E+01  2.853095E+00  2.334791E+02
  477  1.191250E+00  2.606806E-03  4.859963E+04  8.445987E+01  2.859096E+00  2.323781E+02
  478  1.193750E+00  2.631519E-03  4.814331E+04  8.446002E+01  2.865098E+00  2.312846E+02
  479  1.196250E+00  2.656413E-03  4.769222E+04  8.446016E+01  2.871099E+00  2.301985E+02
  480  1.198750E+00  2.681491E-03  4.724628E+04  8.446031E+01  2.877101E+00  2.291198E+02
  481  1.201250E+00  2.706752E-03  4.680542E+04  8.446045E+01  2.883102E+00  2.280483E+02
  482  1.203750E+00  2.732198E-03  4.636958E+04  8.446060E+01  2.889104E+00  2.269841E+02
  483  1.206250E+00  2.757830E-03  4.593870E+04  8.446075E+01  2.895106E+00  2.259270E+02
  484  1.208750E+00  2.783649E-03  4.551269E+04  8.446091E+01  2.901107E+00  2.248770E+02
  485  1.211250E+00  2.809655E-03  4.509151E+04  8.446106E+01  2.907109E+00  2.238340E+02
  486  1.213750E+00  2.835850E-03  4.467508E+04  8.446122E+01  2.913111E+00  2.227981E+02
  487  1.216250E+00  2.862235E-03  4.426334E+04  8.446137E+01  2.919112E+00  2.217690E+02
  488  1.218750E+00  2.888810E-03  4.385623E+04  8.446153E+01  2.925114E+00  2.207468E+02
  489  1.221250E+00  2.915577E-03  4.345368E+04  8.446169E+01  2.931116E+00  2.197314E+02
  490  1.223750E+00  2.942536E-03  4.305565E+04  8.446186E+01  2.937118E+00  2.187227E+02
  491  1.226250E+00  2.969689E-03  4.266206E+04  8.446202E+01  2.943119E+00  2.177207E+02
  492  1.228750E+00  2.997036E-03  4.227286E+04  8.446219E+01  2.949121E+00  2.167253E+02
  493  1.231250E+00  3.024579E-03  4.188799E+04  8.446236E+01  2.955123E+00  2.157364E+02
  494  1.233750E+00  3.052319E-03  4.150739E+04  8.446253E+01  2.961125E+00  2.147541E+02
  495  1.236250E+00  3.080256E-03  4.113101E+04  8.446270E+01  2.967127E+00  2.137782E+02
  496  1.238750E+00  3.108392E-03  4.075880E+04  8.446288E+01  2.973129E+00  2.128087E+02
  497  1.241250E+00  3.136727E-03  4.039069E+04  8.446305E+01  2.979131E+00  2.118456E+02
  498  1.243750E+00  3.165263E-03  4.002664E+04  8.446323E+01  2.985133E+00  2.108887E+02
  499  1.246250E+00  3.194000E-03  3.966660E+04  8.446341E+01  2.991135E+00  2.099381E+02
  500  1.248750E+00  3.222940E-03  3.931050E+04  8.446360E+01  2.997137E+00  2.089936E+02
